FirstLast,Criteria,FirstLast,Year,YearsPlayed,RosterLink,Hometown,HS,ClassYear,College,First,Gender,Last,MidInit,MidName,Name,RosterYear
Richard Goldstein, Cornell,Richard Goldstein,1949,2,,"Rochester, NY.",Brighton HS,['Junior' 'Senior'],Cornell University,Richard,M,Goldstein,N.,,Richard N. Goldstein,"[""1947-48 Men's Tennis Roster"" ""1948-49 Men's Tennis Roster""]"
Richard Offutt, Cornell,Richard Offutt,2010,4,https://cornellbigred.com/sports/mens-tennis/roster/richard-offutt/11867,"Charlotte, N.C.",Charlotte CDS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Richard,M,Offutt,,,Richard Offutt,"[""2006-07 Men's Tennis Roster"" ""2007-08 Men's Tennis Roster""
 ""2008-09 Men's Tennis Roster"" ""2009-10 Men's Tennis Roster""]"
Richard Savitt, Cornell,Richard Savitt,1950,4,,"H.E. Orange, NJ",El Paso (Tex.),['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Richard,M,Savitt,,,Richard Savitt,"[""1946-47 Men's Tennis Roster"" ""1947-48 Men's Tennis Roster""
 ""1948-49 Men's Tennis Roster"" ""1949-50 Men's Tennis Roster""]"
Robert Alexander, Cornell,Robert Alexander,1952,2,,"Waco, Tex.",Waco HS,['Senior' 'Graduate Student'],Cornell University,Robert,M,Alexander,B.,,Robert B. Alexander,"[""1950-51 Men's Tennis Roster"" ""1951-52 Men's Tennis Roster""]"
Robert McKee, Cornell,Robert McKee,1961,1,,"Hingham, Mass.",Hingham HS,['Sophomore'],Cornell University,Robert,M,McKee,D.,,Robert D. McKee,"[""1960-61 Men's Tennis Roster""]"
Robert Korn, Cornell,Robert Korn,1961,1,,"Poughkeepsie, NY",Poughkeepsie HS,['Sophomore'],Cornell University,Robert,M,Korn,E.,,Robert E. Korn,"[""1960-61 Men's Tennis Roster""]"
Robert Merrill, Cornell,Robert Merrill,1962,1,,"Plainfield, NJ",Plainfield HS,['Sophomore'],Cornell University,Robert,M,Merrill,F.,,Robert F. Merrill,"[""1961-62 Men's Tennis Roster""]"
Robert Rubin, Cornell,Robert Rubin,1947,1,,"Washington, DC.",Batto Poly.,['Junior'],Cornell University,Robert,M,Rubin,J.,,Robert J. Rubin,"[""1946-47 Men's Tennis Roster""]"
Robert Seifer, Cornell,Robert Seifer,1963,1,,"White Plains, NY",White Plains HS,['Sophomore'],Cornell University,Robert,M,Seifer,J.,,Robert J. Seifer,"[""1962-63 Men's Tennis Roster""]"
Robert Corrigan, Cornell,Robert Corrigan,1948,2,,"Baltimore, MD.",Northwestern College,['Freshman' 'Sophomore'],Cornell University,Robert,M,Corrigan,W.,,Robert W. Corrigan,"[""1946-47 Men's Tennis Roster"" ""1947-48 Men's Tennis Roster""]"
Rod de Llano, Cornell,Rod de Llano,1948,2,,"Laredo, Tex.",Laredo H.,['Sophomore' 'Junior'],Cornell University,Rod,M,de Llano,R.,,Rod R. de Llano,"[""1946-47 Men's Tennis Roster"" ""1947-48 Men's Tennis Roster""]"
Rodgers Heiss, Cornell,Rodgers Heiss,1948,1,,"Gulfport, Miss.",Shady Side A.,['Junior'],Cornell University,Rodgers,M,Heiss,H.,,Rodgers H. Heiss,"[""1947-48 Men's Tennis Roster""]"
Rohan Sikka, Cornell,Rohan Sikka,2020,4,https://cornellbigred.com/sports/mens-tennis/roster/rohan-sikka/52662,"London, England",University College School,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Rohan,M,Sikka,,,Rohan Sikka,"[""2016-17 Men's Tennis Roster"" ""2017-18 Men's Tennis Roster""
 ""2018-19 Men's Tennis Roster"" ""2019-20 Men's Tennis Roster""]"
Rory Heggie, Cornell,Rory Heggie,2008,4,https://cornellbigred.com/sports/mens-tennis/roster/rory-heggie/5749,"Miami, Fla.",Gulliver Prep,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Rory,M,Heggie,,,Rory Heggie,"[""2004-05 Men's Tennis Roster"" ""2005-06 Men's Tennis Roster""
 ""2006-07 Men's Tennis Roster"" ""2007-08 Men's Tennis Roster""]"
Sam Fleck, Cornell,Sam Fleck,2015,4,https://cornellbigred.com/sports/mens-tennis/roster/sam-fleck/39558,"Cambridge, UK",Hills Road 6th Form College,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Sam,M,Fleck,,,Sam Fleck,"[""2011-12 Men's Tennis Roster"" ""2012-13 Men's Tennis Roster""
 ""2013-14 Men's Tennis Roster"" ""2014-15 Men's Tennis Roster""]"
Samuel Dugan, Cornell,Samuel Dugan,1960,2,,"Hamburg, NY",Hamburg HS,['Redshirt Freshman' 'Freshman'],Cornell University,Samuel,M,Dugan,,,Samuel Dugan,"[""1958-59 Men's Tennis Roster"" ""1959-60 Men's Tennis Roster""]"
Samuel Desch, Cornell,Samuel Desch,1966,3,,"Stamford, Conn.",Brunswick,['Sophomore' 'Junior'],Cornell University,Samuel,M,Desch,H.,,Samuel H. Desch,"[""1963-64 Men's Tennis Roster"" ""1964-65 Men's Tennis Roster""
 ""1965-66 Men's Tennis Roster""]"
Scott Paltrowitz, Cornell,Scott Paltrowitz,2004,3,https://cornellbigred.com/sports/mens-tennis/roster/scott-paltrowitz/32225,"Queensbury, N.Y.",Queensbury HS,['Sophomore' 'Junior' 'Senior'],Cornell University,Scott,M,Paltrowitz,,,Scott Paltrowitz,"[""2001-02 Men's Tennis Roster"" ""2002-03 Men's Tennis Roster""
 ""2003-04 Men's Tennis Roster""]"
Scott Spencer, Cornell,Scott Spencer,2004,3,https://cornellbigred.com/sports/mens-tennis/roster/scott-spencer/32228,"Rolling Hills Estates, Calif.",Chadwick School,['Sophomore' 'Junior' 'Senior'],Cornell University,Scott,M,Spencer,,,Scott Spencer,"[""2001-02 Men's Tennis Roster"" ""2002-03 Men's Tennis Roster""
 ""2003-04 Men's Tennis Roster""]"
Silvio Chiba, Cornell,Silvio Chiba,2011,1,https://cornellbigred.com/sports/mens-tennis/roster/silvio-chiba/14091,"Irvine, Calif.",Northwood HS,['Senior'],Cornell University,Silvio,M,Chiba,,,Silvio Chiba,"[""2010-11 Men's Tennis Roster""]"
Spencer Clark, Cornell,Spencer Clark,2014,4,https://cornellbigred.com/sports/mens-tennis/roster/spencer-clark/35228,"Great Falls, Va.",Thomas Jefferson HS for Science and Technology,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Spencer,M,Clark,,,Spencer Clark,"[""2010-11 Men's Tennis Roster"" ""2011-12 Men's Tennis Roster""
 ""2012-13 Men's Tennis Roster"" ""2013-14 Men's Tennis Roster""]"
Stanley Wolfe, Cornell,Stanley Wolfe,1963,3,,"Brooklyn, NY",Wingate HS,['Sophomore' 'Junior' 'Senior'],Cornell University,Stanley,M,Wolfe,R.,,Stanley R. Wolfe,"[""1960-61 Men's Tennis Roster"" ""1961-62 Men's Tennis Roster""
 ""1962-63 Men's Tennis Roster""]"
Stefan Paulovic, Cornell,Stefan Paulovic,2002,1,,"Ahaus, Germany",Alexander-Heguis-Gymnasium,['Senior'],Cornell University,Stefan,M,Paulovic,,,Stefan Paulovic,"[""2001-02 Men's Tennis Roster""]"
Stefan Vinti, Cornell,Stefan Vinti,2016,3,https://cornellbigred.com/sports/mens-tennis/roster/stefan-vinti/41618,"Medias, Romania",Liceul Teoretic Axente Sever,['Sophomore' 'Junior' 'Senior'],Cornell University,Stefan,M,Vinti,,,Stefan Vinti,"[""2013-14 Men's Tennis Roster"" ""2014-15 Men's Tennis Roster""
 ""2015-16 Men's Tennis Roster""]"
Stephen Bush, Cornell,Stephen Bush,1962,1,,"Kew Gardens, NY",Lawrenceville,['Junior'],Cornell University,Stephen,M,Bush,J.,,Stephen J. Bush,"[""1961-62 Men's Tennis Roster""]"
Sunil Iyer, Cornell,Sunil Iyer,2004,3,https://cornellbigred.com/sports/mens-tennis/roster/sunil-iyer/32222,"Charleston, W.Va.",George Washington HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Sunil,M,Iyer,,,Sunil Iyer,"[""2001-02 Men's Tennis Roster"" ""2002-03 Men's Tennis Roster""
 ""2003-04 Men's Tennis Roster""]"
Thomas Pakurar, Cornell,Thomas Pakurar,1959,3,,"Richmond, Va.",Kenmore HS,['Sophomore' 'Junior' 'Senior'],Cornell University,Thomas,M,Pakurar,A.,,Thomas A. Pakurar,"[""1956-57 Men's Tennis Roster"" ""1957-58 Men's Tennis Roster""
 ""1958-59 Men's Tennis Roster""]"
Thomas Haas, Cornell,Thomas Haas,1951,1,,"Wavwatosa, Wis.",Wavwatosa HS,['Sophomore'],Cornell University,Thomas,M,Haas,O.,,Thomas O. Haas,"[""1950-51 Men's Tennis Roster""]"
Timothy Richards, Cornell,Timothy Richards,1964,3,,"New Canaan, Conn.",Loomis,['Sophomore' 'Junior' 'Senior'],Cornell University,Timothy,M,Richards,W.,,Timothy W. Richards,"[""1961-62 Men's Tennis Roster"" ""1962-63 Men's Tennis Roster""
 ""1963-64 Men's Tennis Roster""]"
Tongle Yu, Cornell,Tongle Yu,2008,4,https://cornellbigred.com/sports/mens-tennis/roster/tongle-yu/5768,"Dallas, Pa.",Torey Pines HS,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Tongle,M,Yu,,,Tongle Yu,"[""2004-05 Men's Tennis Roster"" ""2005-06 Men's Tennis Roster""
 ""2006-07 Men's Tennis Roster"" ""2007-08 Men's Tennis Roster""]"
Torrence Harder, Cornell,Torrence Harder,1963,1,,"Hamburg, NY",Mercersburg,['Sophomore'],Cornell University,Torrence,M,Harder,C.,,Torrence C. Harder,"[""1962-63 Men's Tennis Roster""]"
Venkat Iyer, Cornell,Venkat Iyer,2013,3,https://cornellbigred.com/sports/mens-tennis/roster/venkat-iyer/31435,"Bethesda, Md.",Bethesda-Chevy Chase HS,['Freshman' 'Sophomore' 'Junior'],Cornell University,Venkat,M,Iyer,,,Venkat Iyer,"[""2010-11 Men's Tennis Roster"" ""2011-12 Men's Tennis Roster""
 ""2012-13 Men's Tennis Roster""]"
Victor Ripp, Cornell,Victor Ripp,1960,1,,"New York, NY",Bronx HS of Science,['Senior'],Cornell University,Victor,M,Ripp,,,Victor Ripp,"[""1959-60 Men's Tennis Roster""]"
Victor Sun, Cornell,Victor Sun,1959,2,,Hong Kong,Hong Kong HS,['Junior' 'Senior'],Cornell University,Victor,M,Sun,,,Victor Sun,"[""1957-58 Men's Tennis Roster"" ""1958-59 Men's Tennis Roster""]"
Vladislav Melnic, Cornell,Vladislav Melnic,2020,1,https://cornellbigred.com/sports/mens-tennis/roster/vladislav-melnic/52670,"Bucharest, Romania",Emil Racovita,['Freshman'],Cornell University,Vladislav,M,Melnic,,,Vladislav Melnic,"[""2019-20 Men's Tennis Roster""]"
Walter Dockerill, Cornell,Walter Dockerill,1951,3,,"Larchmont, NY.",Iona,['Sophomore' 'Junior' 'Senior'],Cornell University,Walter,M,Dockerill,J.,,Walter J. Dockerill,"[""1948-49 Men's Tennis Roster"" ""1949-50 Men's Tennis Roster""
 ""1950-51 Men's Tennis Roster""]"
Walter Williamson, Cornell,Walter Williamson,1959,2,,"Brooklyn, NY",Erasmus Hall HS,['Sophomore' 'Junior'],Cornell University,Walter,M,Williamson,,,Walter Williamson,"[""1957-58 Men's Tennis Roster"" ""1958-59 Men's Tennis Roster""]"
Weston Nichols, Cornell,Weston Nichols,2008,3,https://cornellbigred.com/sports/mens-tennis/roster/weston-nichols/5757,"Great Falls, Va.",Flint Hill HS,['Sophomore' 'Junior' 'Senior'],Cornell University,Weston,M,Nichols,,,Weston Nichols,"[""2005-06 Men's Tennis Roster"" ""2006-07 Men's Tennis Roster""
 ""2007-08 Men's Tennis Roster""]"
William Pope, Cornell,William Pope,1957,1,,"Blue Bell, Pa.",Penn Charter,['Sophomore'],Cornell University,William,M,Pope,H.,,William H. Pope,"[""1956-57 Men's Tennis Roster""]"
William Keane, Cornell,William Keane,1956,3,,"Binghamton, NY",Binghamton Central HS,['Sophomore' 'Junior' 'Senior'],Cornell University,William,M,Keane,J.,,William J. Keane,"[""1953-1954 Men's Tennis Roster"" ""1954-55 Men's Tennis Roster""
 ""1955-56 Men's Tennis Roster""]"
William Taylor, Cornell,William Taylor,1964,3,,"Wilmington, Del.",Mt. Pleasant HS,['Sophomore' 'Junior' 'Senior'],Cornell University,William,M,Taylor,J.,,William J. Taylor,"[""1961-62 Men's Tennis Roster"" ""1962-63 Men's Tennis Roster""
 ""1963-64 Men's Tennis Roster""]"
William Easton, Cornell,William Easton,1948,1,,"New York, NY.",Poly Prep,['Junior'],Cornell University,William,M,Easton,L.,,William L. Easton,"[""1947-48 Men's Tennis Roster""]"
William Swirbal, Cornell,William Swirbal,1951,1,,"Bay Shore, NY.",St. George's,['Sophomore'],Cornell University,William,M,Swirbal,R.,,William R. Swirbal,"[""1950-51 Men's Tennis Roster""]"
William Greenawalt, Cornell,William Greenawalt,1955,2,,"Hartsdale, NY",Scarsdale HS,['Sophomore' 'Junior'],Cornell University,William,M,Greenawalt,S.,,William S. Greenawalt,"[""1953-1954 Men's Tennis Roster"" ""1954-55 Men's Tennis Roster""]"
William Swift, Cornell,William Swift,1966,2,,"Springfield, Pa.",Springfield HS,['Sophomore' 'Junior'],Cornell University,William,M,Swift,,,William Swift,"[""1964-65 Men's Tennis Roster"" ""1965-66 Men's Tennis Roster""]"
William Meyer, Cornell,William Meyer,1958,3,,"W. Palm Beach, Fla.",Palm Beach HS,['Sophomore' 'Junior' 'Senior'],Cornell University,William,M,Meyer,T.,,William T. Meyer,"[""1955-56 Men's Tennis Roster"" ""1956-57 Men's Tennis Roster""
 ""1957-58 Men's Tennis Roster""]"
Zach Gallin, Cornell,Zach Gallin,2004,3,https://cornellbigred.com/sports/mens-tennis/roster/zach-gallin/32221,"Setauket, N.Y.",Ward Melville HS,['Sophomore' 'Junior' 'Senior'],Cornell University,Zach,M,Gallin,,,Zach Gallin,"[""2001-02 Men's Tennis Roster"" ""2002-03 Men's Tennis Roster""
 ""2003-04 Men's Tennis Roster""]"
Zhongming Chen, Cornell,Zhongming Chen,2014,4,https://cornellbigred.com/sports/mens-tennis/roster/zhongming-chen/35227,"Oakland, Calif.",The College Preparatory School,['Freshman' 'Sophomore' 'Junior' 'Senior'],Cornell University,Zhongming,M,Chen,,,Zhongming Chen,"[""2010-11 Men's Tennis Roster"" ""2011-12 Men's Tennis Roster""
 ""2012-13 Men's Tennis Roster"" ""2013-14 Men's Tennis Roster""]"
Alfred Devendorf, Cornell,Alfred Devendorf,1956,1,,,,,Cornell University,Alfred,M,Devendorf,,,,
John Fiala, Cornell,John Fiala,1957,1,,,,,Cornell University,John,M,Fiala,,,,
Stephen Field, Cornell,Stephen Field,1960,1,,,,,Cornell University,Stephen,M,Field,,,,
Steven Belkin, Cornell,Steven Belkin,1969,3,,,,,Cornell University,Steven,M,Belkin,,,,
John Preeg, Cornell,John Preeg,1968,2,,,,,Cornell University,John,M,Preeg,,,,
Toby Marion, Cornell,Toby Marion,1970,3,,,,,Cornell University,Toby,M,Marion,,,,
Bruce Mesches, Cornell,Bruce Mesches,1968,1,,,,,Cornell University,Bruce,M,Mesches,,,,
David Tepper, Cornell,David Tepper,1970,3,,,,,Cornell University,David,M,Tepper,,,,
Ronald Gaster, Cornell,Ronald Gaster,1969,1,,,,,Cornell University,Ronald,M,Gaster,,,,
Richard Kotz, Cornell,Richard Kotz,1970,2,,,,,Cornell University,Richard,M,Kotz,,,,
David McMurray, Cornell,David McMurray,1970,2,,,,,Cornell University,David,M,McMurray,,,,
Jay Umans, Cornell,Jay Umans,1969,1,,,,,Cornell University,Jay,M,Umans,,,,
Mark Kaufman, Cornell,Mark Kaufman,1971,2,,,,,Cornell University,Mark,M,Kaufman,,,,
Arnold Resnick, Cornell,Arnold Resnick,1972,3,,,,,Cornell University,Arnold,M,Resnick,,,,
Philip Coons, Cornell,Philip Coons,1973,3,,,,,Cornell University,Philip,M,Coons,,,,
George Duncan, Cornell,George Duncan,1973,2,,,,,Cornell University,George,M,Duncan,,,,
Doren Goldstone, Cornell,Doren Goldstone,1972,2,,,,,Cornell University,Doren,M,Goldstone,,,,
Clark Herman, Cornell,Clark Herman,1974,3,,,,,Cornell University,Clark,M,Herman,,,,
Craig Perlow, Cornell,Craig Perlow,1974,2,,,,,Cornell University,Craig,M,Perlow,,,,
Eric Schieding, Cornell,Eric Schieding,1973,1,,,,,Cornell University,Eric,M,Schieding,,,,
Joseph Abell, Cornell,Joseph Abell,1977,4,,,,,Cornell University,Joseph,M,Abell,,,,
Peter Boyd, Cornell,Peter Boyd,1976,3,,,,,Cornell University,Peter,M,Boyd,,,,
Jeffrey Letzler, Cornell,Jeffrey Letzler,1974,1,,,,,Cornell University,Jeffrey,M,Letzler,,,,
Glenn Graves, Cornell,Glenn Graves,1977,3,,,,,Cornell University,Glenn,M,Graves,,,,
Rex Parcells, Cornell,Rex Parcells,1976,2,,,,,Cornell University,Rex,M,Parcells,,,,
Charles Schulz, Cornell,Charles Schulz,1975,1,,,,,Cornell University,Charles,M,Schulz,,,,
Alan Yuter, Cornell,Alan Yuter,1976,2,,,,,Cornell University,Alan,M,Yuter,,,,
Mark Fine, Cornell,Mark Fine,1976,1,,,,,Cornell University,Mark,M,Fine,,,,
Steven Fram, Cornell,Steven Fram,1976,1,,,,,Cornell University,Steven,M,Fram,,,,
Thomas Groos, Cornell,Thomas Groos,1976,1,,,,,Cornell University,Thomas,M,Groos,,,,
Mitchell Brain, Cornell,Mitchell Brain,1978,2,,,,,Cornell University,Mitchell,M,Brain,,,,
Neal Douglas, Cornell,Neal Douglas,1977,1,,,,,Cornell University,Neal,M,Douglas,,,,
John Englander, Cornell,John Englander,1980,4,,,,,Cornell University,John,M,Englander,,,,
Arthur Loomis, Cornell,Arthur Loomis,1977,1,,,,,Cornell University,Arthur,M,Loomis,,,,
Mark Reinharz, Cornell,Mark Reinharz,1978,2,,,,,Cornell University,Mark,M,Reinharz,,,,
Keith Usiskin, Cornell,Keith Usiskin,1980,4,,,,,Cornell University,Keith,M,Usiskin,,,,
Jeffry Allchin, Cornell,Jeffry Allchin,1978,1,,,,,Cornell University,Jeffry,M,Allchin,,,,
Peter Castellano, Cornell,Peter Castellano,1981,4,,,,,Cornell University,Peter,M,Castellano,,,,
Scott Dunn, Cornell,Scott Dunn,1978,1,,,,,Cornell University,Scott,M,Dunn,,,,
James Kappas, Cornell,James Kappas,1978,1,,,,,Cornell University,James,M,Kappas,,,,
Jay Kimmel, Cornell,Jay Kimmel,1978,1,,,,,Cornell University,Jay,M,Kimmel,,,,
Jonathon Kroll, Cornell,Jonathon Kroll,1978,1,,,,,Cornell University,Jonathon,M,Kroll,,,,
Mike Matheis, Cornell,Mike Matheis,1981,4,,,,,Cornell University,Mike,M,Matheis,,,,
Scott Walker, Cornell,Scott Walker,1980,3,,,,,Cornell University,Scott,M,Walker,,,,
Marc Zinder, Cornell,Marc Zinder,1978,1,,,,,Cornell University,Marc,M,Zinder,,,,
Jeff Charlolff, Cornell,Jeff Charlolff,1982,4,,,,,Cornell University,Jeff,M,Charlolff,,,,
Brian Curtis, Cornell,Brian Curtis,1980,4,,,,,Cornell University,Brian,M,Curtis,,,,
Brad Rosenstein, Cornell,Brad Rosenstein,1983,4,,,,,Cornell University,Brad,M,Rosenstein,,,,
Dave Fetterolf, Cornell,Dave Fetterolf,1981,1,,,,,Cornell University,Dave,M,Fetterolf,,,,
Bill Gauger, Cornell,Bill Gauger,1988,2,,,,,Cornell University,Bill,M,Gauger,,,,
Dave Merritt, Cornell,Dave Merritt,1985,4,,,,,Cornell University,Dave,M,Merritt,,,,
Chuck Poe, Cornell,Chuck Poe,1983,2,,,,,Cornell University,Chuck,M,Poe,,,,
Mike Rytting, Cornell,Mike Rytting,1985,4,,,,,Cornell University,Mike,M,Rytting,,,,
Mitch Sacks, Cornell,Mitch Sacks,1982,1,,,,,Cornell University,Mitch,M,Sacks,,,,
Steve Silverman, Cornell,Steve Silverman,1982,1,,,,,Cornell University,Steve,M,Silverman,,,,
Mark Bonnett, Cornell,Mark Bonnett,1983,1,,,,,Cornell University,Mark,M,Bonnett,,,,
James Connolly, Cornell,James Connolly,1986,4,,,,,Cornell University,James,M,Connolly,,,,
Lauren Myers, Cornell,Lauren Myers,1983,1,,,,,Cornell University,Lauren,M,Myers,,,,
Eric Cruz, Cornell,Eric Cruz,1987,4,,,,,Cornell University,Eric,M,Cruz,,,,
John Kremer, Cornell,John Kremer,1987,2,,,,,Cornell University,John,M,Kremer,,,,
Brian Siff, Cornell,Brian Siff,1986,2,,,,,Cornell University,Brian,M,Siff,,,,
Bruce Jervis, Cornell,Bruce Jervis,1988,4,,,,,Cornell University,Bruce,M,Jervis,,,,
Paul Meehan, Cornell,Paul Meehan,1985,1,,,,,Cornell University,Paul,M,Meehan,,,,
Mike White, Cornell,Mike White,1985,1,,,,,Cornell University,Mike,M,White,,,,
Chris Foley, Cornell,Chris Foley,1987,2,,,,,Cornell University,Chris,M,Foley,,,,
Tony Giorgetti, Cornell,Tony Giorgetti,1987,2,,,,,Cornell University,Tony,M,Giorgetti,,,,
Joe Tustin, Cornell,Joe Tustin,1989,2,,,,,Cornell University,Joe,M,Tustin,,,,
John Fasullo, Cornell,John Fasullo,1990,4,,,,,Cornell University,John,M,Fasullo,,,,
David Neel, Cornell,David Neel,1989,3,,,,,Cornell University,David,M,Neel,,,,
Kevin Pegels, Cornell,Kevin Pegels,1987,1,,,,,Cornell University,Kevin,M,Pegels,,,,
Steve Begner, Cornell,Steve Begner,1991,4,,,,,Cornell University,Steve,M,Begner,,,,
Ian McDonald, Cornell,Ian McDonald,1988,1,,,,,Cornell University,Ian,M,McDonald,,,,
Ted VonHoene, Cornell,Ted VonHoene,1988,1,,,,,Cornell University,Ted,M,VonHoene,,,,
Doug Jacobstein, Cornell,Doug Jacobstein,1992,4,,,,,Cornell University,Doug,M,Jacobstein,,,,
Dave Schwarz, Cornell,Dave Schwarz,1989,1,,,,,Cornell University,Dave,M,Schwarz,,,,
Jeff Weiss, Cornell,Jeff Weiss,1990,2,,,,,Cornell University,Jeff,M,Weiss,,,,
Tony Gilchrist, Cornell,Tony Gilchrist,1992,3,,,,,Cornell University,Tony,M,Gilchrist,,,,
Fernando Guzman, Cornell,Fernando Guzman,1991,2,,,,,Cornell University,Fernando,M,Guzman,,,,
James John, Cornell,James John,1993,4,,,,,Cornell University,James,M,John,,,,
Seth Cohen, Cornell,Seth Cohen,1994,3,,,,,Cornell University,Seth,M,Cohen,,,,
Brian Byrne, Cornell,Brian Byrne,1993,2,,,,,Cornell University,Brian,M,Byrne,,,,
Jason Cavalier, Cornell,Jason Cavalier,1994,3,,,,,Cornell University,Jason,M,Cavalier,,,,
Zubin Irani, Cornell,Zubin Irani,1992,1,,,,,Cornell University,Zubin,M,Irani,,,,
Rai Katimansah, Cornell,Rai Katimansah,1993,2,,,,,Cornell University,Rai,M,Katimansah,,,,
Chaitanya Sreenivas, Cornell,Chaitanya Sreenivas,1993,2,,,,,Cornell University,Chaitanya,M,Sreenivas,,,,
Matt Atlas, Cornell,Matt Atlas,1996,3,,,,,Cornell University,Matt,M,Atlas,,,,
George Banta, Cornell,George Banta,1996,3,,,,,Cornell University,George,M,Banta,,,,
Aaron Eberhardt, Cornell,Aaron Eberhardt,1994,2,,,,,Cornell University,Aaron,M,Eberhardt,,,,
Jeremy Gans, Cornell,Jeremy Gans,1996,4,,,,,Cornell University,Jeremy,M,Gans,,,,
Morgan Parker, Cornell,Morgan Parker,1994,2,,,,,Cornell University,Morgan,M,Parker,,,,
Jon Rapkin, Cornell,Jon Rapkin,1996,4,,,,,Cornell University,Jon,M,Rapkin,,,,
Jonas Grossman, Cornell,Jonas Grossman,1995,2,,,,,Cornell University,Jonas,M,Grossman,,,,
Brian Kintz, Cornell,Brian Kintz,1997,4,,,,,Cornell University,Brian,M,Kintz,,,,
Tom Brownlie, Cornell,Tom Brownlie,1998,4,,,,,Cornell University,Tom,M,Brownlie,,,,
Elliot Wagner, Cornell,Elliot Wagner,1996,2,,,,,Cornell University,Elliot,M,Wagner,,,,
Joshua Benjamin, Cornell,Joshua Benjamin,1998,3,,,,,Cornell University,Joshua,M,Benjamin,,,,
Peter Stahl, Cornell,Peter Stahl,1999,4,,,,,Cornell University,Peter,M,Stahl,,,,
Ken Ferrier, Cornell,Ken Ferrier,1997,1,,,,,Cornell University,Ken,M,Ferrier,,,,
Alex Kay, Cornell,Alex Kay,1997,1,,,,,Cornell University,Alex,M,Kay,,,,
Greg Artzt, Cornell,Greg Artzt,2001,4,,,,,Cornell University,Greg,M,Artzt,,,,
Scott Fava, Cornell,Scott Fava,2000,1,,,,,Cornell University,Scott,M,Fava,,,,
Russell Gimelstob, Cornell,Russell Gimelstob,2001,4,,,,,Cornell University,Russell,M,Gimelstob,,,,
Chris Lewit, Cornell,Chris Lewit,2000,1,,,,,Cornell University,Chris,M,Lewit,,,,
Chris Means, Cornell,Chris Means,2000,2,,,,,Cornell University,Chris,M,Means,,,,
Mike Slapp, Cornell,Mike Slapp,2000,1,,,,,Cornell University,Mike,M,Slapp,,,,
Pat Hagan, Cornell,Pat Hagan,2001,3,,,,,Cornell University,Pat,M,Hagan,,,,
Mike Halperin, Cornell,Mike Halperin,2001,3,,,,,Cornell University,Mike,M,Halperin,,,,
Allan Zapadinsky, Cornell,Allan Zapadinsky,2000,1,,,,,Cornell University,Allan,M,Zapadinsky,,,,
Joe Chrisman, Cornell,Joe Chrisman,2000,1,,,,,Cornell University,Joe,M,Chrisman,,,,
Dan Kahn, Cornell,Dan Kahn,2000,1,,,,,Cornell University,Dan,M,Kahn,,,,
Michael Mestel, Cornell,Michael Mestel,2001,2,,,,,Cornell University,Michael,M,Mestel,,,,
Carl Thorsen, Cornell,Carl Thorsen,2000,1,,,,,Cornell University,Carl,M,Thorsen,,,,
Ricard Paes, Cornell,Ricard Paes,2018,1,,,,,Cornell University,Ricard,M,Paes,,,,
